,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,day_added,duration_value,duration_unit,tags
4965,s4966,movie,Trailer Park Boys: Countdown to Liquor Day,mike clattenburg,robb wells  john paul tremblay  mike smith  john dunsworth  jonathan torrens  patrick roach  lucy decoutere  sarah dunsworth  barrie dunn  tyrone parsons,Canada,2018-03-30,2009,R,102 min,['comedies'  'cult movies'],after their latest jail stint  boozy pals julian  bubbles and ricky plan to go legit but learn trailer park manager jim aims to demolish their homes.,2018,March,30,102.0,min,['comedies' 'cult movies'] ['comedies' 'cult movies'] robb wells john paul tremblay mike smith john dunsworth jonathan torrens patrick roach lucy decoutere sarah dunsworth barrie dunn tyrone parsons mike clattenburg after their latest jail stint boozy pals julian bubbles and ricky plan to go legit but learn trailer park manager jim aims to demolish their homes. movie
4966,s4967,movie,Trailer Park Boys: The Movie,mike clattenburg,robb wells  john paul tremblay  mike smith  lucy decoutere  lydia lawson-baird  cory bowles  michael jackson  gord downie  alex lifeson  gerry dee  glen grant  eugene clark  barrie dunn  john dunsworth  patrick roach,Canada,2018-03-30,2006,R,95 min,['comedies'  'cult movies'],in this feature-length adventure  ricky  julian and bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change.,2018,March,30,95.0,min,['comedies' 'cult movies'] ['comedies' 'cult movies'] robb wells john paul tremblay mike smith lucy decoutere lydia lawson-baird cory bowles michael jackson gord downie alex lifeson gerry dee glen grant eugene clark barrie dunn john dunsworth patrick roach mike clattenburg in this feature-length adventure ricky julian and bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change. movie
4967,s4968,tv show,Trump: An American Dream,unknown,donald trump,United Kingdom,2018-03-30,2018,TV-14,1 Season,['docuseries'],friends  associates and critics reveal the truly american story of donald trump  the brash businessman who defied the odds to become u.s. president.,2018,March,30,1.0,Season,['docuseries'] ['docuseries'] donald trump unknown friends associates and critics reveal the truly american story of donald trump the brash businessman who defied the odds to become u.s. president. tv show
4968,s4969,tv show,James Acaster: Repertoire,dan lucchesi,james acaster,United Kingdom,2018-03-27,2018,TV-14,1 Season,['british tv shows'  'international tv shows'  'stand-up comedy & talk shows'],offbeat comic james acaster covers the strange  the mundane and everything in between in this collection of four wide-ranging stand-up specials.,2018,March,27,1.0,Season,['british tv shows' 'international tv shows' 'stand-up comedy & talk shows'] ['british tv shows' 'international tv shows' 'stand-up comedy & talk shows'] james acaster dan lucchesi offbeat comic james acaster covers the strange the mundane and everything in between in this collection of four wide-ranging stand-up specials. tv show
4969,s4970,movie,Birdshot,mikhail red,mary joy apostol  arnold reyes  ku aquino  john arcilla  dido dela paz  elora espano  ronnie quizon  rolando t. inocencio  suzette ranillo  angelica c. ferro,Philippines,2018-03-26,2016,TV-MA,115 min,['dramas'  'international movies'  'thrillers'],a sheltered farm girl inadvertently shoots an endangered philippine eagle  setting off a police investigation that exposes violence and corruption.,2018,March,26,115.0,min,['dramas' 'international movies' 'thrillers'] ['dramas' 'international movies' 'thrillers'] mary joy apostol arnold reyes ku aquino john arcilla dido dela paz elora espano ronnie quizon rolando t. inocencio suzette ranillo angelica c. ferro mikhail red a sheltered farm girl inadvertently shoots an endangered philippine eagle setting off a police investigation that exposes violence and corruption. movie
4970,s4971,movie,"Game Over, Man!",kyle newacheck,adam devine  anders holm  blake anderson  utkarsh ambudkar  aya cash  neal mcdonough  daniel stern  jamie demetriou  rhona mitra  sam richardson  steve howey  mac brandt  geno segers  roe hartrampf,United States,2018-03-23,2018,TV-MA,102 min,['action & adventure'  'comedies'],three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.,2018,March,23,102.0,min,['action & adventure' 'comedies'] ['action & adventure' 'comedies'] adam devine anders holm blake anderson utkarsh ambudkar aya cash neal mcdonough daniel stern jamie demetriou rhona mitra sam richardson steve howey mac brandt geno segers roe hartrampf kyle newacheck three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists. movie
4971,s4972,movie,Layla M.,mijke de jong,nora el koussour  ilias addab  mohammed azaay  esma abouzahra  bilal wahib  nezha karim  ayisha siddiqi  aziz akazim  hassan akkouch  husam chadat,Netherlands,2018-03-23,2016,TV-MA,99 min,['dramas'  'international movies'],in response to the repeated bigotry she faces  a muslim teen in amsterdam tries to find a sense of belonging in the world of fundamentalist islam.,2018,March,23,99.0,min,['dramas' 'international movies'] ['dramas' 'international movies'] nora el koussour ilias addab mohammed azaay esma abouzahra bilal wahib nezha karim ayisha siddiqi aziz akazim hassan akkouch husam chadat mijke de jong in response to the repeated bigotry she faces a muslim teen in amsterdam tries to find a sense of belonging in the world of fundamentalist islam. movie
4972,s4973,movie,Paradox,daryl hannah,neil young  lukas nelson  micah nelson  corey mccormick  anthony logerfo  tato,United States,2018-03-23,2018,TV-MA,74 min,['dramas'  'independent movies'  'music & musicals'],neil young and his band of outlaws sow seeds of strange mischief and musical wonder under western skies in this dreamlike film by daryl hannah.,2018,March,23,74.0,min,['dramas' 'independent movies' 'music & musicals'] ['dramas' 'independent movies' 'music & musicals'] neil young lukas nelson micah nelson corey mccormick anthony logerfo tato daryl hannah neil young and his band of outlaws sow seeds of strange mischief and musical wonder under western skies in this dreamlike film by daryl hannah. movie
4973,s4974,tv show,Requiem,unknown,lydia wilson  joel fry  brendan coyle  james frecheville  claire rushbrook  joanna scanlan  pippa haywood  tara fitzgerald  richard harrington  sian reese-williams,United Kingdom,2018-03-23,2018,TV-MA,1 Season,['british tv shows'  'international tv shows'  'tv dramas'],in the wake of a sudden tragedy  a london cellist unearths secrets that link her mother to the disappearance of a young girl in a small welsh town.,2018,March,23,1.0,Season,['british tv shows' 'international tv shows' 'tv dramas'] ['british tv shows' 'international tv shows' 'tv dramas'] lydia wilson joel fry brendan coyle james frecheville claire rushbrook joanna scanlan pippa haywood tara fitzgerald richard harrington sian reese-williams unknown in the wake of a sudden tragedy a london cellist unearths secrets that link her mother to the disappearance of a young girl in a small welsh town. tv show
4974,s4975,movie,Roxanne Roxanne,michael larnell,chanté adams  mahershala ali  nia long  elvis nolasco  kevin phillips  shenell edmonds,United States,2018-03-23,2018,TV-MA,100 min,['dramas'  'music & musicals'],"she grew up in a tough new york neighborhood in the '80s and made history with ""roxanne's revenge."" the story of teen battle rap champ roxanne shante.",2018,March,23,100.0,min,"['dramas' 'music & musicals'] ['dramas' 'music & musicals'] chanté adams mahershala ali nia long elvis nolasco kevin phillips shenell edmonds michael larnell she grew up in a tough new york neighborhood in the '80s and made history with ""roxanne's revenge."" the story of teen battle rap champ roxanne shante. movie"
4975,s4976,movie,Secret Superstar,advait chandan,zaira wasim  meher vij  raj arjun  aamir khan  tirth sharma,India,2018-03-23,2017,TV-14,150 min,['dramas'  'international movies'  'music & musicals'],a talented teenage singer-songwriter living amid domestic abuse becomes a youtube sensation after a video in which she hides her identity goes viral.,2018,March,23,150.0,min,['dramas' 'international movies' 'music & musicals'] ['dramas' 'international movies' 'music & musicals'] zaira wasim meher vij raj arjun aamir khan tirth sharma advait chandan a talented teenage singer-songwriter living amid domestic abuse becomes a youtube sensation after a video in which she hides her identity goes viral. movie
4976,s4977,tv show,The Standups,unknown,nate bargatze  fortune feimster  deon cole  nikki glaser  beth stelling  dan soder,United States,2018-03-20,2018,TV-MA,2 Seasons,['stand-up comedy & talk shows'  'tv comedies'],comedy's freshest voices take the stage in la for six half-hour specials packed with sly jokes  hilarious anecdotes and awkward confessions.,2018,March,20,2.0,Seasons,['stand-up comedy & talk shows' 'tv comedies'] ['stand-up comedy & talk shows' 'tv comedies'] nate bargatze fortune feimster deon cole nikki glaser beth stelling dan soder unknown comedy's freshest voices take the stage in la for six half-hour specials packed with sly jokes hilarious anecdotes and awkward confessions. tv show
4977,s4978,movie,Benji,brandon camp,gabriel bateman  darby camp  kiele sanchez  jerod haynes  gralen bryant banks  angus sampson  will rothhaar  jim gleason  brady permenter,United Arab Emirates,2018-03-16,2018,TV-PG,87 min,['children & family movies'  'dramas'],a determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,2018,March,16,87.0,min,['children & family movies' 'dramas'] ['children & family movies' 'dramas'] gabriel bateman darby camp kiele sanchez jerod haynes gralen bryant banks angus sampson will rothhaar jim gleason brady permenter brandon camp a determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger. movie
4978,s4979,tv show,Edha,unknown,juana viale  andrés velencoso  delfina chaves  osmar nuñez  germán palacios  juan pablo geretto  sofía gala  daniel pacheco  daniel hendler  flavio mendoza,Argentina,2018-03-16,2018,TV-MA,1 Season,['international tv shows'  'spanish-language tv shows'  'tv dramas'],revenge  passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.,2018,March,16,1.0,Season,['international tv shows' 'spanish-language tv shows' 'tv dramas'] ['international tv shows' 'spanish-language tv shows' 'tv dramas'] juana viale andrés velencoso delfina chaves osmar nuñez germán palacios juan pablo geretto sofía gala daniel pacheco daniel hendler flavio mendoza unknown revenge passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man. tv show
4979,s4980,movie,Take Your Pills,alison klayman,unknown,United States,2018-03-16,2018,TV-14,88 min,['documentaries'],in a hypercompetitive world  drugs like adderall offer students  athletes  coders and others a way to do more – faster and better. but at what cost?,2018,March,16,88.0,min,['documentaries'] ['documentaries'] unknown alison klayman in a hypercompetitive world drugs like adderall offer students athletes coders and others a way to do more – faster and better. but at what cost? movie
4980,s4981,tv show,Wild Wild Country,unknown,unknown,United States,2018-03-16,2018,TV-MA,1 Season,['crime tv shows'  'docuseries'],when a controversial cult leader builds a utopian city in the oregon desert  conflict with the locals escalates into a national scandal.,2018,March,16,1.0,Season,['crime tv shows' 'docuseries'] ['crime tv shows' 'docuseries'] unknown unknown when a controversial cult leader builds a utopian city in the oregon desert conflict with the locals escalates into a national scandal. tv show
4981,s4982,movie,Yoo Byung Jae: Too Much Information,yoo byung-jae,yoo byung-jae,Unknown,2018-03-16,2018,TV-MA,63 min,['stand-up comedy'],"""saturday night live korea"" writer-turned-comedian yoo byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.",2018,March,16,63.0,min,"['stand-up comedy'] ['stand-up comedy'] yoo byung-jae yoo byung-jae ""saturday night live korea"" writer-turned-comedian yoo byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture. movie"
4982,s4983,movie,In This Corner of the World,sunao katabuchi,non  yoshimasa hosoya  natsuki inaba  minori omi  daisuke ono  megumi han  nanase iwai  shigeru ushiyama  mayumi shintani,Japan,2018-03-15,2016,PG-13,129 min,['anime features'  'children & family movies'  'international movies'],suzu marries into a family living outside of hiroshima and quickly settles into her new life  until world war ii challenges her ability to survive.,2018,March,15,129.0,min,['anime features' 'children & family movies' 'international movies'] ['anime features' 'children & family movies' 'international movies'] non yoshimasa hosoya natsuki inaba minori omi daisuke ono megumi han nanase iwai shigeru ushiyama mayumi shintani sunao katabuchi suzu marries into a family living outside of hiroshima and quickly settles into her new life until world war ii challenges her ability to survive. movie
4983,s4984,movie,Jag älskar dig: En skilsmässokomedi,johan brisinger,björn kjellman  christine meltzer  rodolfo corsato  martina haag  sven-bertil taube  anita wall  nour el-refai,Sweden,2018-03-15,2016,TV-MA,91 min,['comedies'  'dramas'  'international movies'],tired of her passionless marriage  marianne wants a separation from her husband  gustav  who  in response  decides to make a big change of his own.,2018,March,15,91.0,min,['comedies' 'dramas' 'international movies'] ['comedies' 'dramas' 'international movies'] björn kjellman christine meltzer rodolfo corsato martina haag sven-bertil taube anita wall nour el-refai johan brisinger tired of her passionless marriage marianne wants a separation from her husband gustav who in response decides to make a big change of his own. movie
4984,s4985,tv show,Secret of the Nile,unknown,amr youssef  dina el-sherbiny  anoushka  amina khalil  nada mousa  sawsan badr  ahmed dawood,Egypt,2018-03-15,2016,TV-14,1 Season,['international tv shows'  'romantic tv shows'  'tv dramas'],when his sister disappears while working at the grand hotel  a man joins the staff to get answers. inside its posh walls  he finds love and intrigue.,2018,March,15,1.0,Season,['international tv shows' 'romantic tv shows' 'tv dramas'] ['international tv shows' 'romantic tv shows' 'tv dramas'] amr youssef dina el-sherbiny anoushka amina khalil nada mousa sawsan badr ahmed dawood unknown when his sister disappears while working at the grand hotel a man joins the staff to get answers. inside its posh walls he finds love and intrigue. tv show
4985,s4986,tv show,Tabula Rasa,unknown,veerle baetens  stijn van opstal  jeroen perceval  hilde van mieghem  gene bervoets  peter van den begin  natali broods,Belgium,2018-03-15,2017,TV-MA,1 Season,['international tv shows'  'tv dramas'  'tv mysteries'],when a young woman with amnesia becomes a key figure in a missing persons case  she must reconstruct her memories to clear her name.,2018,March,15,1.0,Season,['international tv shows' 'tv dramas' 'tv mysteries'] ['international tv shows' 'tv dramas' 'tv mysteries'] veerle baetens stijn van opstal jeroen perceval hilde van mieghem gene bervoets peter van den begin natali broods unknown when a young woman with amnesia becomes a key figure in a missing persons case she must reconstruct her memories to clear her name. tv show
4986,s4987,movie,The Art of Loving,maria sadowska,magdalena boczarska  eryk lubos  justyna wasilewska  piotr adamczyk  arkadiusz jakubik  wojciech mecwaldowski  borys szyc  katarzyna kwiatkowska  artur barciś,Poland,2018-03-15,2017,TV-MA,115 min,['dramas'  'international movies'],during communist rule  a polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex.,2018,March,15,115.0,min,['dramas' 'international movies'] ['dramas' 'international movies'] magdalena boczarska eryk lubos justyna wasilewska piotr adamczyk arkadiusz jakubik wojciech mecwaldowski borys szyc katarzyna kwiatkowska artur barciś maria sadowska during communist rule a polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex. movie
4987,s4988,movie,Steel Rain,yang woo-seok,woo-sung jung  do-won kwak  kap-soo kim  woo-jin jo  eui-sung kim  kyeong-yeong lee  won-joong jung  hyun-sung jang,South Korea,2018-03-14,2018,TV-MA,140 min,['action & adventure'  'dramas'  'international movies'],amid a coup  a north korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a korean war.,2018,March,14,140.0,min,['action & adventure' 'dramas' 'international movies'] ['action & adventure' 'dramas' 'international movies'] woo-sung jung do-won kwak kap-soo kim woo-jin jo eui-sung kim kyeong-yeong lee won-joong jung hyun-sung jang yang woo-seok amid a coup a north korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a korean war. movie
4988,s4989,tv show,Children of the Whales,unknown,natsuki hanae  manaka iwami  yuuichirou umehara  nobunaga shimazaki  mikako komatsu  daiki yamashita  hiroshi kamiya,Japan,2018-03-13,2017,TV-14,1 Season,['anime series'  'international tv shows'],as a magic wielder  young archivist chakuro knows his time is short  but everything changes when a girl from the outside appears on his island.,2018,March,13,1.0,Season,['anime series' 'international tv shows'] ['anime series' 'international tv shows'] natsuki hanae manaka iwami yuuichirou umehara nobunaga shimazaki mikako komatsu daiki yamashita hiroshi kamiya unknown as a magic wielder young archivist chakuro knows his time is short but everything changes when a girl from the outside appears on his island. tv show
4989,s4990,movie,Ricky Gervais: Humanity,john l. spencer,ricky gervais,United Kingdom,2018-03-13,2018,TV-MA,79 min,['stand-up comedy'],in his first special in seven years  ricky gervais slings his trademark snark at celebrity  mortality and a society that takes everything personally.,2018,March,13,79.0,min,['stand-up comedy'] ['stand-up comedy'] ricky gervais john l. spencer in his first special in seven years ricky gervais slings his trademark snark at celebrity mortality and a society that takes everything personally. movie
4990,s4991,movie,Stretch Armstrong: The Breakout,victor cook,scott menville  steven yeun  ogie banks  nazneen contractor  kate mulgrew  wil wheaton  keith david  jon heder  yvette nicole brown  clancy brown  james arnold taylor  grey griffin  miguel ferrer  kelly hu  walter koenig  vanessa marshall  will friedle  andrew kishino,United States,2018-03-13,2018,TV-Y7,104 min,['children & family movies'],villains are rampaging through charter city and the flex fighters – jake  ricardo and nathan – need your help to halt the chaos.,2018,March,13,104.0,min,['children & family movies'] ['children & family movies'] scott menville steven yeun ogie banks nazneen contractor kate mulgrew wil wheaton keith david jon heder yvette nicole brown clancy brown james arnold taylor grey griffin miguel ferrer kelly hu walter koenig vanessa marshall will friedle andrew kishino victor cook villains are rampaging through charter city and the flex fighters – jake ricardo and nathan – need your help to halt the chaos. movie
4991,s4992,tv show,A.I.C.O.,kazuya murata,haruka shiraishi  yusuke kobayashi  makoto furukawa  taishi murata  kaori nazuka  m・a・o  ryota takeuchi  ai kayano  toru okawa  takehito koyasu  atsuko tanaka,Japan,2018-03-09,2018,TV-14,1 Season,['anime series'  'international tv shows'],everything aiko knew was a lie. now she's joining a team of divers to reach the place where the burst began to stop it for good and save her family.,2018,March,9,1.0,Season,['anime series' 'international tv shows'] ['anime series' 'international tv shows'] haruka shiraishi yusuke kobayashi makoto furukawa taishi murata kaori nazuka m・a・o ryota takeuchi ai kayano toru okawa takehito koyasu atsuko tanaka kazuya murata everything aiko knew was a lie. now she's joining a team of divers to reach the place where the burst began to stop it for good and save her family. tv show
4992,s4993,tv show,Collateral,unknown,carey mulligan  john simm  nicola walker  billie piper  nathaniel martello-white  jeany spark  hayley squires  ben miles  saskia reeves  ahd,United Kingdom,2018-03-09,2018,TV-MA,1 Season,['british tv shows'  'crime tv shows'  'international tv shows'],investigating the murder of a pizza delivery man  a london detective uncovers a tangled conspiracy involving drug dealers  smugglers and spies.,2018,March,9,1.0,Season,['british tv shows' 'crime tv shows' 'international tv shows'] ['british tv shows' 'crime tv shows' 'international tv shows'] carey mulligan john simm nicola walker billie piper nathaniel martello-white jeany spark hayley squires ben miles saskia reeves ahd unknown investigating the murder of a pizza delivery man a london detective uncovers a tangled conspiracy involving drug dealers smugglers and spies. tv show
4993,s4994,movie,The Outsider,martin zandvliet,jared leto  tadanobu asano  kippei shiina  shioli kutsuna  emile hirsch  raymond nicholson  rory cochrane  nao omori  min tanaka,United States,2018-03-09,2018,TV-MA,121 min,['dramas'  'thrillers'],an american soldier imprisoned in postwar japan enters the dark world of the yakuza  adopting their way of life in repayment for his freedom.,2018,March,9,121.0,min,['dramas' 'thrillers'] ['dramas' 'thrillers'] jared leto tadanobu asano kippei shiina shioli kutsuna emile hirsch raymond nicholson rory cochrane nao omori min tanaka martin zandvliet an american soldier imprisoned in postwar japan enters the dark world of the yakuza adopting their way of life in repayment for his freedom. movie
4994,s4995,tv show,Bad Guys: Vile City,unknown,joong-hoon park  jin-mo joo  yang ik-june  moo-yul kim  ji soo  young-chang song  hong-fa kim  tae-ho ryu  yu-seok kim  soo-young park  yoon-hee lee,South Korea,2018-03-08,2018,TV-MA,1 Season,['crime tv shows'  'international tv shows'  'korean tv shows'],ordered to take down a villainous business leader who controls the city  a prosecutor gathers a team of men who may not be so clean themselves.,2018,March,8,1.0,Season,['crime tv shows' 'international tv shows' 'korean tv shows'] ['crime tv shows' 'international tv shows' 'korean tv shows'] joong-hoon park jin-mo joo yang ik-june moo-yul kim ji soo young-chang song hong-fa kim tae-ho ryu yu-seok kim soo-young park yoon-hee lee unknown ordered to take down a villainous business leader who controls the city a prosecutor gathers a team of men who may not be so clean themselves. tv show
4995,s4996,movie,Ladies First,uraaz bahl,unknown,India,2018-03-08,2018,TV-G,40 min,['documentaries'  'international movies'  'sports movies'],born amid poverty and limited women's rights in the village of ratu  india  deepika kumari rose to become the no.1 female archer in the world at 18.,2018,March,8,40.0,min,['documentaries' 'international movies' 'sports movies'] ['documentaries' 'international movies' 'sports movies'] unknown uraaz bahl born amid poverty and limited women's rights in the village of ratu india deepika kumari rose to become the no.1 female archer in the world at 18. movie
4996,s4997,movie,Bullet Head,paul solet  rick benattar,adrien brody  john malkovich  rory culkin  antonio banderas  ori pfeffer  alexandra dinu  owen davis  deyan petrov,Bulgaria,2018-03-07,2017,R,94 min,['international movies'  'thrillers'],after a daring heist  three fugitives lock themselves in a warehouse hoping to evade the police  but find a worse threat as they fight to stay alive.,2018,March,7,94.0,min,['international movies' 'thrillers'] ['international movies' 'thrillers'] adrien brody john malkovich rory culkin antonio banderas ori pfeffer alexandra dinu owen davis deyan petrov paul solet rick benattar after a daring heist three fugitives lock themselves in a warehouse hoping to evade the police but find a worse threat as they fight to stay alive. movie
4997,s4998,tv show,Borderliner,unknown,tobias santelmann  ellen dorrit petersen  benjamin helstad  frode winther  bjørn skagestad  eivind sander  thelma farnes ottersen  todd bishop monrad vistven  ole christoffer ertvaag  marina popovic  gine cornelia pedersen  ana gil de melo nascimento  kim-henning nilsen  morten svartveit  ellen birgitte winther  even pedersen,Norway,2018-03-06,2017,TV-MA,1 Season,['crime tv shows'  'international tv shows'  'tv dramas'],to protect his family  a police detective covers up a murder case. but when his partner suspects foul play  he is trapped in a dangerous game on duty.,2018,March,6,1.0,Season,['crime tv shows' 'international tv shows' 'tv dramas'] ['crime tv shows' 'international tv shows' 'tv dramas'] tobias santelmann ellen dorrit petersen benjamin helstad frode winther bjørn skagestad eivind sander thelma farnes ottersen todd bishop monrad vistven ole christoffer ertvaag marina popovic gine cornelia pedersen ana gil de melo nascimento kim-henning nilsen morten svartveit ellen birgitte winther even pedersen unknown to protect his family a police detective covers up a murder case. but when his partner suspects foul play he is trapped in a dangerous game on duty. tv show
4998,s4999,movie,Gad Elmaleh: American Dream,michael simon,gad elmaleh,United States,2018-03-06,2018,TV-14,58 min,['stand-up comedy'],in his first english-language special  comedian gad elmaleh gleefully digs into america's food obsessions  dating culture  slang and more.,2018,March,6,58.0,min,['stand-up comedy'] ['stand-up comedy'] gad elmaleh michael simon in his first english-language special comedian gad elmaleh gleefully digs into america's food obsessions dating culture slang and more. movie
4999,s5000,movie,Expedition China,ben wallis,maggie q,Unknown,2018-03-04,2017,TV-G,78 min,['children & family movies'  'documentaries'],cinematographers visit the remote forests and mountains of china in hopes of capturing footage of pandas  monkeys  red-crowned cranes and more.,2018,March,4,78.0,min,['children & family movies' 'documentaries'] ['children & family movies' 'documentaries'] maggie q ben wallis cinematographers visit the remote forests and mountains of china in hopes of capturing footage of pandas monkeys red-crowned cranes and more. movie
5000,s5001,tv show,Flint Town,unknown,unknown,United States,2018-03-02,2018,TV-MA,1 Season,['docuseries'  'science & nature tv'],over a two-year period  filmmakers embedded with cops in flint  michigan  reveal a department grappling with volatile issues in untenable conditions.,2018,March,2,1.0,Season,['docuseries' 'science & nature tv'] ['docuseries' 'science & nature tv'] unknown unknown over a two-year period filmmakers embedded with cops in flint michigan reveal a department grappling with volatile issues in untenable conditions. tv show
5001,s5002,movie,Malena Pichot: Estupidez compleja,raúl campos  jan suter,malena pichot,Argentina,2018-03-02,2018,TV-MA,51 min,['stand-up comedy'],an argentine comedian espouses the values of feminism  speaking on topics like sex  language  abortion and why it's ok to let a man buy you dinner.,2018,March,2,51.0,min,['stand-up comedy'] ['stand-up comedy'] malena pichot raúl campos jan suter an argentine comedian espouses the values of feminism speaking on topics like sex language abortion and why it's ok to let a man buy you dinner. movie
5002,s5003,movie,Natalia Valdebenito: El especial,raúl campos  jan suter,natalia valdebenito,Chile,2018-03-02,2018,TV-MA,69 min,['stand-up comedy'],a chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny  reproductive rights and respecting women.,2018,March,2,69.0,min,['stand-up comedy'] ['stand-up comedy'] natalia valdebenito raúl campos jan suter a chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny reproductive rights and respecting women. movie
5003,s5004,movie,Ravenous,robin aubert,marc-andré grondin  monia chokri  charlotte st-martin  brigitte poupart  marie-ginette guay  micheline lanctôt  édouard tremblay-grenier  luc proulx  didier lucien  robert brouillette  patrick hivon,Canada,2018-03-02,2017,TV-MA,104 min,['horror movies'  'international movies'],as a zombie plague ravages their rural quebec town  a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.,2018,March,2,104.0,min,['horror movies' 'international movies'] ['horror movies' 'international movies'] marc-andré grondin monia chokri charlotte st-martin brigitte poupart marie-ginette guay micheline lanctôt édouard tremblay-grenier luc proulx didier lucien robert brouillette patrick hivon robin aubert as a zombie plague ravages their rural quebec town a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller. movie
5004,s5005,tv show,21 Thunder,unknown,stephanie bennett  emmanuel kabongo  rj fetherstonhaugh  andres joseph  kevin claydon  conrad pla  clark backo  ryan pierce  eileen li  susan bain  cristina rosato  jonathan kim  colm feore,Canada,2018-03-01,2017,TV-MA,1 Season,['crime tv shows'  'international tv shows'  'tv dramas'],players and coaches for a montreal soccer team chase dreams of stardom while their personal lives erupt with love  fear  passion and violence.,2018,March,1,1.0,Season,['crime tv shows' 'international tv shows' 'tv dramas'] ['crime tv shows' 'international tv shows' 'tv dramas'] stephanie bennett emmanuel kabongo rj fetherstonhaugh andres joseph kevin claydon conrad pla clark backo ryan pierce eileen li susan bain cristina rosato jonathan kim colm feore unknown players and coaches for a montreal soccer team chase dreams of stardom while their personal lives erupt with love fear passion and violence. tv show
5005,s5006,movie,Adel Karam: Live from Beirut,unknown,adel karam,United States,2018-03-01,2018,TV-MA,59 min,['stand-up comedy'],from casino du liban  lebanese actor and comedian adel karam delivers earthy punchlines on kissing norms  colonoscopies and a porn star named rocco.,2018,March,1,59.0,min,['stand-up comedy'] ['stand-up comedy'] adel karam unknown from casino du liban lebanese actor and comedian adel karam delivers earthy punchlines on kissing norms colonoscopies and a porn star named rocco. movie
5006,s5007,movie,Battle Drone,mitch gould,louis mandylor  daniel southworth  richard alan reid  oleg taktarov  natassia malthe  jason earles  dominique swain  michael paré,United States,2018-03-01,2018,TV-MA,94 min,['action & adventure'  'independent movies'  'sci-fi & fantasy'],a team of mercenaries working with the cia accepts an off-the-books mission in chernobyl  where deadly human-controlled droids prepare an ambush.,2018,March,1,94.0,min,['action & adventure' 'independent movies' 'sci-fi & fantasy'] ['action & adventure' 'independent movies' 'sci-fi & fantasy'] louis mandylor daniel southworth richard alan reid oleg taktarov natassia malthe jason earles dominique swain michael paré mitch gould a team of mercenaries working with the cia accepts an off-the-books mission in chernobyl where deadly human-controlled droids prepare an ambush. movie
5007,s5008,movie,Dil Se,mani ratnam,shah rukh khan  manisha koirala  preity zinta  raghuvir yadav  zohra sehgal  sabyasachi chakraborty  piyush mishra  krishnakant  aditya srivastava,India,2018-03-01,1998,TV-14,166 min,['dramas'  'international movies'  'romantic movies'],a radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,2018,March,1,166.0,min,['dramas' 'international movies' 'romantic movies'] ['dramas' 'international movies' 'romantic movies'] shah rukh khan manisha koirala preity zinta raghuvir yadav zohra sehgal sabyasachi chakraborty piyush mishra krishnakant aditya srivastava mani ratnam a radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires. movie
5008,s5009,movie,Guru,mani ratnam,abhishek bachchan  mithun chakraborty  aishwarya rai bachchan  madhavan  vidya balan  roshan seth  arya babbar  sachin khedekar  dhritiman chatterjee  manoj joshi,India,2018-03-01,2007,TV-PG,155 min,['dramas'  'international movies'],ambitious gurukant desai ignores his father's advice and leaves his village to find success in turkey.,2018,March,1,155.0,min,['dramas' 'international movies'] ['dramas' 'international movies'] abhishek bachchan mithun chakraborty aishwarya rai bachchan madhavan vidya balan roshan seth arya babbar sachin khedekar dhritiman chatterjee manoj joshi mani ratnam ambitious gurukant desai ignores his father's advice and leaves his village to find success in turkey. movie
